"","customerid","urban","frequency","menu","partysize","monthlybasepayment","tenure","monthlyaddons","rating","churn","churn_prediction","addons_prediction"
"11788","cid0011788",1,"once-a-month","convenience",5,43.990002,5,0,5,0,0.0164103035919542,31.0491832886252
"11789","cid0011789",0,"once-a-month","convenience",3,33.990002,7,0,4,0,0.0338992314033644,21.200590695631
"11790","cid0011790",1,"twice-a-week","convenience",2,140.99001,15,8,4,0,0.00277411671208442,21.2446973588325
"11791","cid0011791",1,"twice-a-week","convenience",4,199.99001,50,33,4,0,0.00637792766424546,22.6949061530282
"11792","cid0011792",0,"once-a-month","convenience",5,43.990002,48,3,2,1,0.0278069121152054,8.85816278393647
"11793","cid0011793",0,"once-a-month","convenience",3,33.990002,3,46,2,1,0.308245816042104,7.5484249142797
"11794","cid0011794",0,"twice-a-week","convenience",5,222.99001,1,53,3,0,0.321970632665631,16.4755008203051
"11795","cid0011795",1,"once-a-month","convenience",2,27.99,15,54,4,0,0.00251602766614176,21.1417497433801
"11796","cid0011796",1,"once-a-month","convenience",4,39.990002,3,0,4,0,0.0198359196018135,23.2521718829086
"11797","cid0011797",0,"once-a-month","convenience",4,39.990002,39,49,5,0,0.00208169309715061,28.5761893277309
"11798","cid0011798",1,"once-a-month","healthy",5,57.990002,4,13,3,0,0.124544272694558,16.6224143096898
"11799","cid0011799",1,"once-a-month","convenience",4,39.990002,3,35,3,0,0.0602087843081342,16.3979948073252
"11800","cid0011800",0,"once-a-month","convenience",6,47.990002,4,26,3,0,0.353385585797561,17.301340442532
"11801","cid0011801",0,"once-a-week","convenience",3,120.99,26,0,1,0,0.200657078723839,0.78244255077252
"11802","cid0011802",1,"once-a-month","convenience",5,43.990002,15,54,4,0,0.0343457260692634,24.0545352885029
"11803","cid0011803",0,"twice-a-week","convenience",5,222.99001,44,0,4,0,0.00762109495221263,22.7256529203713
"11804","cid0011804",1,"once-a-month","convenience",3,33.990002,6,45,2,0,0.0914098785342933,8.53074793933916
"11805","cid0011805",1,"once-a-week","ethnic",3,144.99001,3,24,5,0,0.00572026426032119,29.5590665083921
"11806","cid0011806",1,"once-a-month","convenience",5,43.990002,25,0,4,1,0.0265587868023209,23.914064363964
"11807","cid0011807",0,"once-a-week","convenience",5,155.99001,23,3,5,0,0.0151266870752141,30.1831491605498
"11808","cid0011808",1,"once-a-month","ethnic",5,52.990002,1,0,2,0,0.482953484901091,10.5552086581157
"11809","cid0011809",1,"once-a-month","ethnic",2,32.990002,19,27,3,0,0.0213938333811625,14.2437525244064
"11810","cid0011810",1,"once-a-month","ethnic",5,52.990002,25,0,5,0,0.0225122130262065,30.7806096659726
"11811","cid0011811",1,"once-a-week","convenience",6,170.99001,40,34,5,0,0.0188041250790988,31.9397414062957
"11812","cid0011812",1,"twice-a-week","convenience",3,172.99001,25,6,3,0,0.0182519033139286,15.2209778737511
"11813","cid0011813",0,"once-a-month","convenience",2,27.99,9,0,3,0,0.0547201185968129,13.3473909200989
"11814","cid0011814",1,"once-a-month","convenience",5,43.990002,2,56,3,0,0.122440926651764,17.38297041482
"11815","cid0011815",0,"once-a-month","ethnic",2,32.990002,3,44,3,0,0.17641289809785,13.4440417012475
"11816","cid0011816",1,"once-a-month","convenience",5,43.990002,17,0,3,1,0.0857052950501557,17.1722640280116
"11817","cid0011817",0,"once-a-month","convenience",5,43.990002,7,0,3,0,0.214437945622094,16.2882706501294
"11818","cid0011818",1,"once-a-week","convenience",4,139.99001,17,0,4,0,0.0145264370746684,23.4667904270699
"11819","cid0011819",1,"twice-a-week","convenience",3,172.99001,27,50,4,0,0.00486531015232854,22.0470607644267
"11820","cid0011820",0,"twice-a-week","convenience",6,243.99001,8,50,3,0,0.307867796303314,17.3480996881688
"11821","cid0011821",0,"once-a-month","convenience",3,33.990002,1,0,2,1,0.34154424164181,7.57651909918748
"11822","cid0011822",1,"once-a-month","ethnic",3,40.990002,5,21,4,0,0.0182950161504272,22.2655174093852
"11823","cid0011823",1,"once-a-week","ethnic",6,204.99001,10,0,2,0,0.591211968118906,11.8109911795873
"11824","cid0011824",1,"once-a-week","convenience",5,155.99001,14,23,4,0,0.0371286097293312,24.4798602194725
"11825","cid0011825",0,"once-a-month","convenience",4,39.990002,9,35,4,0,0.0518969513244567,22.1434250257641
"11826","cid0011826",0,"once-a-month","convenience",3,33.990002,37,0,4,0,0.00358084001345659,20.7791779220143
"11827","cid0011827",0,"once-a-month","ethnic",2,32.990002,26,8,4,0,0.0105924356832034,19.9751356503914
"11828","cid0011828",0,"once-a-month","convenience",2,27.99,2,10,5,0,0.00803561404061476,27.154074718443
"11829","cid0011829",0,"once-a-month","healthy",3,44.990002,2,0,5,0,0.0176972598043235,27.3925413132615
"11830","cid0011830",1,"once-a-month","convenience",6,47.990002,15,0,2,0,0.33837450135397,11.3171096523769
"11831","cid0011831",0,"once-a-month","convenience",3,33.990002,5,40,3,0,0.111144408444044,14.3745078049554
"11832","cid0011832",0,"once-a-month","convenience",4,39.990002,3,0,2,1,0.384076656203437,8.51935342932061
"11833","cid0011833",1,"once-a-month","convenience",4,39.990002,5,0,3,0,0.0572772251364549,16.3699006224174
"11834","cid0011834",1,"once-a-week","convenience",5,155.99001,1,0,2,1,0.295962328716449,10.9541182702062
"11835","cid0011835",0,"once-a-month","ethnic",3,40.990002,49,0,2,0,0.0307789054347357,6.91462688782599
"11836","cid0011836",0,"once-a-month","convenience",4,39.990002,2,0,3,0,0.200220664176716,15.3875775973579
"11837","cid0011837",1,"twice-a-week","convenience",3,172.99001,33,10,3,0,0.014815073984772,15.1086011341199
"11838","cid0011838",0,"once-a-month","ethnic",4,47.990002,21,0,3,0,0.121807856891473,15.1330510671593
"11839","cid0011839",0,"once-a-month","convenience",5,43.990002,48,25,2,0,0.0278069121152054,8.85816278393647
"11840","cid0011840",1,"once-a-month","healthy",6,62.990002,3,0,2,0,0.430476762504879,10.7532128416012
"11841","cid0011841",0,"twice-a-week","ethnic",5,267.98999,4,57,4,0,0.273237846657127,23.2999048449521
"11842","cid0011842",0,"once-a-month","ethnic",2,32.990002,15,0,3,0,0.079269059445736,13.2754765918008
"11843","cid0011843",1,"once-a-month","convenience",2,27.99,5,0,2,0,0.0525719510828047,7.57386651675214
"11844","cid0011844",0,"twice-a-week","ethnic",3,206.99001,3,10,3,1,0.273564348993878,14.5179178317407
"11845","cid0011845",1,"once-a-month","convenience",5,43.990002,21,14,2,0,0.189820321326826,10.2618985826126
"11846","cid0011846",0,"twice-a-week","convenience",4,199.99001,27,0,2,0,0.099990839965548,8.28517082587963
"11847","cid0011847",1,"once-a-month","convenience",6,47.990002,4,0,3,0,0.219131243734638,18.3258047449531
"11848","cid0011848",0,"once-a-month","convenience",6,47.990002,5,0,2,0,0.511975744929127,10.4331162744947
"11849","cid0011849",1,"once-a-month","convenience",3,33.990002,15,0,2,0,0.0734288327765769,8.40432410725415
"11850","cid0011850",0,"once-a-month","ethnic",6,57.990002,2,0,3,1,0.598781646580174,17.341802853865
"11851","cid0011851",1,"once-a-month","convenience",2,27.99,31,51,3,0,0.00673370450750777,14.0628191885344
"11852","cid0011852",1,"once-a-month","ethnic",3,40.990002,1,0,1,1,0.492839205214565,1.75917455245041
"11853","cid0011853",0,"once-a-month","convenience",4,39.990002,3,59,4,0,0.0794777406844587,22.2277075804875
"11854","cid0011854",0,"twice-a-week","convenience",4,199.99001,4,45,4,0,0.0810987696617353,22.316608103486
"11855","cid0011855",1,"once-a-month","ethnic",3,40.990002,40,0,4,0,0.00731358009949838,21.773869173499
"11856","cid0011856",0,"twice-a-week","convenience",3,172.99001,31,18,3,0,0.0187789087815348,14.1122310166066
"11857","cid0011857",0,"once-a-month","convenience",2,27.99,7,27,5,0,0.005510433814386,27.0838392561735
"11858","cid0011858",1,"twice-a-week","convenience",5,222.99001,1,0,3,0,0.136450311691334,17.4999651227262
"11859","cid0011859",1,"twice-a-week","convenience",4,199.99001,2,55,2,0,0.186786306407463,9.66081243964801
"11860","cid0011860",0,"once-a-week","convenience",3,120.99,1,0,2,0,0.353854545037306,7.98779693770321
"11861","cid0011861",0,"once-a-month","convenience",5,43.990002,10,33,2,0,0.33896205703706,9.3919522971843
"11862","cid0011862",1,"once-a-month","convenience",4,39.990002,5,36,5,0,0.0060259176131887,30.0782547735843
"11863","cid0011863",1,"once-a-month","ethnic",5,52.990002,8,0,2,0,0.436884364996165,10.4568790109384
"11864","cid0011864",0,"twice-a-week","ethnic",4,239.99001,30,0,2,0,0.171856412111,8.25539777494319
"11865","cid0011865",1,"once-a-month","healthy",5,57.990002,7,64,3,1,0.116127112020133,16.5802730323282
"11866","cid0011866",1,"once-a-month","convenience",5,43.990002,23,60,3,0,0.0740330145040491,17.0879814732883
"11867","cid0011867",1,"once-a-month","convenience",4,39.990002,28,0,3,0,0.0319623994670054,16.0468174959779
"11868","cid0011868",1,"twice-a-week","convenience",2,140.99001,2,0,2,0,0.0621456472026123,7.71895540956618
"11869","cid0011869",1,"once-a-week","convenience",3,120.99,15,3,4,0,0.00639262056369992,22.5239560969368
"11870","cid0011870",1,"twice-a-week","convenience",5,222.99001,9,0,4,0,0.0439679972889766,24.2417654586786
"11871","cid0011871",1,"once-a-month","convenience",6,47.990002,5,0,1,1,0.61927103416416,4.60340350133235
"11872","cid0011872",0,"once-a-month","ethnic",3,40.990002,17,0,2,0,0.265211437241396,7.36413384635048
"11873","cid0011873",0,"once-a-month","convenience",4,39.990002,1,27,3,0,0.212661045180558,15.4016246898118
"11874","cid0011874",1,"twice-a-week","healthy",4,259.98999,8,63,5,0,0.00659508212199748,29.4065991914526
"11875","cid0011875",1,"once-a-month","convenience",6,47.990002,28,38,5,0,0.0243446080901008,31.6970286772266
"11876","cid0011876",0,"once-a-month","convenience",6,47.990002,8,0,3,0,0.287405923125122,17.2451520727164
"11877","cid0011877",0,"once-a-month","convenience",3,33.990002,1,39,4,0,0.0524441620681372,21.2848732503544
"11878","cid0011878",1,"twice-a-week","convenience",6,243.99001,8,7,4,0,0.102409081966655,25.2267410661734
"11879","cid0011879",1,"twice-a-week","ethnic",4,239.99001,16,27,4,0,0.0357658651892919,23.1848755228857
"11880","cid0011880",0,"once-a-month","ethnic",6,57.990002,26,69,5,0,0.05321747098307,30.7130267861385
"11881","cid0011881",0,"twice-a-week","convenience",5,222.99001,13,17,4,0,0.0748455768784729,23.1611127864419
"11882","cid0011882",1,"once-a-month","convenience",6,47.990002,1,15,4,0,0.110755722401315,25.2221230978982
"11883","cid0011883",1,"once-a-month","convenience",4,39.990002,7,0,2,0,0.154267789516613,9.48762936192619
"11884","cid0011884",0,"once-a-month","ethnic",6,57.990002,4,7,2,1,0.726420588151997,10.4595315933738
"11885","cid0011885",1,"twice-a-week","convenience",2,140.99001,7,33,4,0,0.00342737924937944,21.3570740984636
"11886","cid0011886",1,"once-a-month","convenience",2,27.99,8,20,5,0,0.000738707321252424,28.0942564661408
"11887","cid0011887",1,"once-a-month","convenience",5,43.990002,2,20,5,0,0.0177448655063147,31.0913245659869
"11888","cid0011888",1,"once-a-month","convenience",3,33.990002,21,53,3,0,0.0183985083186659,15.1742186281142
"11889","cid0011889",1,"twice-a-week","convenience",4,199.99001,2,20,3,0,0.0676466023296974,16.5149895152314
"11890","cid0011890",0,"once-a-month","convenience",5,43.990002,4,13,2,0,0.447152101727381,9.47623485190764
"11891","cid0011891",1,"once-a-month","convenience",2,27.99,28,0,4,0,0.00178375756309753,20.9591375414795
"11892","cid0011892",1,"once-a-month","convenience",2,27.99,14,49,4,0,0.00258345740935286,21.155796835834
"11893","cid0011893",0,"once-a-week","convenience",4,139.99001,2,0,2,1,0.415313426393119,8.94467836029023
"11894","cid0011894",1,"once-a-month","ethnic",5,52.990002,4,0,4,0,0.100471526761866,24.2214215319209
"11895","cid0011895",1,"twice-a-week","convenience",5,222.99001,3,0,2,0,0.294007162318031,10.617693862235
"11896","cid0011896",1,"once-a-month","healthy",4,51.990002,19,47,4,0,0.0140359055678513,22.294956483424
"11897","cid0011897",1,"once-a-month","ethnic",3,40.990002,1,42,5,0,0.0057131495116997,29.1758828547842
"11898","cid0011898",1,"once-a-month","convenience",4,39.990002,10,56,4,0,0.0165313119637718,23.1538422357314
"11899","cid0011899",0,"once-a-month","convenience",6,47.990002,7,45,4,0,0.173629588173589,24.1133762407538
"11900","cid0011900",0,"once-a-month","convenience",5,43.990002,26,60,4,0,0.0266001549680842,22.8755529690889
"11901","cid0011901",1,"twice-a-week","ethnic",5,267.98999,22,45,3,0,0.175196906400163,17.2173444076198
"11902","cid0011902",0,"once-a-month","convenience",3,33.990002,11,55,5,0,0.00838774754498756,27.9985794013989
"11903","cid0011903",0,"once-a-month","convenience",6,47.990002,1,27,4,0,0.248920127756293,24.1976587954771
"11904","cid0011904",0,"once-a-month","healthy",2,35.990002,25,0,1,0,0.183345777550511,0
"11905","cid0011905",1,"once-a-month","ethnic",6,57.990002,9,56,2,1,0.584484730020285,11.4137604335255
"11906","cid0011906",0,"once-a-month","ethnic",5,52.990002,3,47,3,0,0.464588265977795,16.3568272463702
"11907","cid0011907",1,"twice-a-week","convenience",4,199.99001,27,15,3,0,0.0360446665760394,16.1638122038842
"11908","cid0011908",1,"once-a-month","convenience",3,33.990002,2,8,4,0,0.00852841967171737,22.2952904603216
"11909","cid0011909",0,"twice-a-week","convenience",4,199.99001,13,0,3,0,0.106926483715682,15.3360071958175
"11910","cid0011910",1,"once-a-week","convenience",4,139.99001,22,0,2,0,0.114563231975938,9.68820081363356
"11911","cid0011911",1,"once-a-month","healthy",3,44.990002,11,34,4,0,0.00723216861873801,21.4364047080142
"11912","cid0011912",1,"once-a-month","ethnic",4,47.990002,44,53,4,0,0.0157557946458409,22.6886093187244
"11913","cid0011913",1,"twice-a-week","convenience",5,222.99001,14,0,1,1,0.463677927601664,3.6089987696588
"11914","cid0011914",0,"once-a-month","healthy",3,44.990002,3,0,2,0,0.323907672449928,6.81596299405732
"11915","cid0011915",0,"once-a-month","ethnic",4,47.990002,1,0,1,1,0.820669963506528,1.70563876507019
"11916","cid0011916",0,"twice-a-week","convenience",5,222.99001,21,0,3,0,0.0941606055517217,16.1945589712273
"11917","cid0011917",0,"once-a-month","convenience",2,27.99,4,0,2,0,0.227876211731018,6.5634493067849
"11918","cid0011918",1,"once-a-month","ethnic",3,40.990002,7,25,4,0,0.0173665220243847,22.2374232244774
"11919","cid0011919",1,"once-a-month","convenience",6,47.990002,3,51,3,0,0.22370204430361,18.339851837407
"11920","cid0011920",1,"once-a-month","convenience",3,33.990002,5,24,5,0,0.00219805199259189,29.1073262585434
"11921","cid0011921",0,"once-a-week","healthy",4,181.99001,3,28,4,0,0.0892586327914658,21.9065234987808
"11922","cid0011922",1,"twice-a-week","ethnic",5,267.98999,8,29,2,1,0.461102104741954,10.5598266263908
"11923","cid0011923",0,"twice-a-week","convenience",2,140.99001,7,0,3,0,0.0691753200111961,13.478432720459
"11924","cid0011924",0,"once-a-month","healthy",4,51.990002,2,31,2,0,0.419734863484719,7.80093860155212
"11925","cid0011925",1,"once-a-month","ethnic",5,52.990002,5,0,2,0,0.456541957428083,10.4990202883001
"11926","cid0011926",0,"twice-a-week","convenience",3,172.99001,14,33,4,0,0.0222337023230075,21.2052086639062
"11927","cid0011927",0,"once-a-month","healthy",5,57.990002,2,0,2,1,0.503047673787723,8.77186711659303
"11928","cid0011928",1,"once-a-month","convenience",4,39.990002,11,0,2,0,0.140931804721262,9.43144099211062
"11929","cid0011929",0,"once-a-month","healthy",2,35.990002,10,0,2,0,0.167476371630973,5.74670483183917
"11930","cid0011930",0,"once-a-month","convenience",5,43.990002,2,45,1,1,0.689558133941181,2.65015196123198
"11931","cid0011931",0,"twice-a-week","convenience",4,199.99001,2,54,4,0,0.0931642004215736,22.3447022883938
"11932","cid0011932",1,"twice-a-week","healthy",5,289.98999,9,0,3,0,0.120813634970267,16.6551264628727
"11933","cid0011933",1,"once-a-week","convenience",3,120.99,22,13,5,0,0.00147967159847017,29.279803525343
"11934","cid0011934",0,"twice-a-week","convenience",4,199.99001,4,16,4,0,0.0810987696617353,22.316608103486
"11935","cid0011935",0,"once-a-month","ethnic",4,47.990002,5,0,2,1,0.556871633228865,8.50362747083807
"11936","cid0011936",0,"once-a-month","convenience",5,43.990002,45,43,2,1,0.0346765243048671,8.90030406129814
"11937","cid0011937",1,"once-a-month","convenience",3,33.990002,4,0,3,0,0.0285769011940846,15.4130191998304
"11938","cid0011938",1,"twice-a-week","convenience",6,243.99001,1,42,3,0,0.251000784916433,18.4708936377672
"11939","cid0011939",0,"once-a-month","ethnic",6,57.990002,11,0,1,0,0.763668949580757,3.50702487061312
"11940","cid0011940",1,"once-a-month","convenience",4,39.990002,1,26,4,0,0.0208936318366144,23.2802660678164
"11941","cid0011941",0,"once-a-week","ethnic",5,186.99001,15,16,1,0,0.67207167865738,2.89118582427237
"11942","cid0011942",0,"once-a-month","convenience",3,33.990002,5,42,2,0,0.276828927312984,7.52033072937192
"11943","cid0011943",1,"once-a-month","ethnic",4,47.990002,4,0,2,1,0.316630628089482,9.54213886571309
"11944","cid0011944",0,"once-a-month","convenience",5,43.990002,1,0,2,1,0.503921262940252,9.51837612926931
"11945","cid0011945",1,"once-a-month","convenience",5,43.990002,2,0,2,0,0.279408819517532,10.5287933392365
"11946","cid0011946",0,"once-a-month","ethnic",4,47.990002,2,28,2,1,0.6121466887582,8.54576874819974
"11947","cid0011947",0,"once-a-month","ethnic",3,40.990002,7,17,5,0,0.0261842108295581,28.0671359976397
"11948","cid0011948",1,"once-a-month","convenience",5,43.990002,39,13,2,1,0.126922750125377,10.0090509184426
"11949","cid0011949",1,"twice-a-week","convenience",2,140.99001,3,24,4,0,0.00380940075247136,21.4132624682792
"11950","cid0011950",1,"once-a-month","convenience",3,33.990002,32,0,2,0,0.0480657256621814,8.16552353553802
"11951","cid0011951",0,"twice-a-week","ethnic",4,239.99001,8,52,4,0,0.132541918929144,22.2727879600956
"11952","cid0011952",1,"once-a-month","convenience",3,33.990002,2,50,5,0,0.00237960401206369,29.149467535905
"11953","cid0011953",1,"once-a-month","ethnic",3,40.990002,2,0,4,0,0.0197797693245815,22.3076586867468
"11954","cid0011954",0,"once-a-week","convenience",4,139.99001,2,0,1,0,0.656232471809012,2.09050128470679
"11955","cid0011955",1,"once-a-month","convenience",6,47.990002,40,35,4,0,0.0424064048460831,24.6742864921965
"11956","cid0011956",0,"twice-a-week","convenience",5,222.99001,10,7,4,0,0.0922334673414982,23.2032540638035
"11957","cid0011957",0,"twice-a-week","convenience",3,172.99001,13,25,1,0,0.413108466697015,0.656724529609735
"11958","cid0011958",1,"once-a-month","convenience",4,39.990002,5,0,2,0,0.161314070009007,9.51572354683396
"11959","cid0011959",0,"once-a-month","ethnic",4,47.990002,54,0,3,0,0.0111844341193822,14.6694970161809
"11960","cid0011960",1,"once-a-month","convenience",3,33.990002,4,55,4,0,0.00809150665933952,22.2671962754138
"11961","cid0011961",0,"once-a-month","convenience",2,27.99,8,0,2,0,0.17884853491094,6.50726093696934
"11962","cid0011962",1,"once-a-week","convenience",5,155.99001,47,45,3,1,0.0427619899995705,17.1621290929107
"11963","cid0011963",0,"once-a-week","convenience",3,120.99,8,0,3,0,0.0951174665611239,14.7436443661094
"11964","cid0011964",0,"once-a-month","convenience",3,33.990002,6,14,3,0,0.103859243202836,14.3604607125015
"11965","cid0011965",1,"once-a-month","convenience",5,43.990002,24,49,4,0,0.0272529597378553,23.9281114564178
"11966","cid0011966",1,"once-a-month","convenience",4,39.990002,2,1,3,0,0.0617267038115291,16.4120418997791
"11967","cid0011967",0,"once-a-month","ethnic",2,32.990002,3,40,3,1,0.17641289809785,13.4440417012475
"11968","cid0011968",0,"once-a-month","ethnic",4,47.990002,2,32,2,1,0.6121466887582,8.54576874819974
"11969","cid0011969",1,"once-a-month","convenience",4,39.990002,5,38,5,0,0.0060259176131887,30.0782547735843
"11970","cid0011970",0,"once-a-week","convenience",3,120.99,1,35,2,0,0.353854545037306,7.98779693770321
"11971","cid0011971",0,"once-a-month","ethnic",6,57.990002,2,0,2,1,0.755552779706857,10.4876257782816
"11972","cid0011972",1,"once-a-month","healthy",3,44.990002,34,45,4,0,0.00394324815155424,21.1133215815747
"11973","cid0011973",0,"once-a-month","convenience",4,39.990002,4,3,2,0,0.366273570176633,8.50530633686672
"11974","cid0011974",1,"twice-a-week","ethnic",5,267.98999,7,0,1,0,0.709452790033168,3.71969664326127
"11975","cid0011975",1,"once-a-week","convenience",3,120.99,2,27,2,0,0.105627866896324,8.99821414767045
"11976","cid0011976",0,"once-a-week","convenience",4,139.99001,2,0,5,0,0.0353039505560524,29.5072095870405
"11977","cid0011977",1,"once-a-week","convenience",2,97.989998,30,1,5,0,0.000435354234466032,28.1964982706709
"11978","cid0011978",1,"once-a-month","convenience",4,39.990002,2,0,1,0,0.397342013344177,2.70368774861219
"11979","cid0011979",0,"twice-a-week","convenience",4,199.99001,13,0,2,0,0.243435558138871,8.48183012023409
"11980","cid0011980",0,"twice-a-week","convenience",4,199.99001,16,0,3,0,0.0870342337028275,15.2938659184559
"11981","cid0011981",0,"once-a-month","ethnic",4,47.990002,4,0,1,1,0.784658536673633,1.66349748770852
"11982","cid0011982",0,"once-a-month","convenience",5,43.990002,7,18,2,0,0.391728200868343,9.43409357454597
"11983","cid0011983",1,"once-a-month","healthy",6,62.990002,5,0,2,0,0.417526435351777,10.7251186566934
"11984","cid0011984",1,"twice-a-week","ethnic",5,267.98999,2,0,3,1,0.265234480935661,17.4982862566976
"11985","cid0011985",0,"once-a-month","convenience",4,39.990002,27,0,1,0,0.213048920082131,1.32804613484381
"11986","cid0011986",1,"once-a-month","convenience",3,33.990002,21,5,5,0,0.00143920968283288,28.8825727792811
"11987","cid0011987",0,"once-a-month","ethnic",2,32.990002,1,0,3,1,0.199578779984633,13.4721358861552
"11988","cid0011988",1,"once-a-week","healthy",3,156.99001,2,47,3,0,0.0340135677881692,15.1199293030315
"11989","cid0011989",1,"once-a-month","convenience",6,47.990002,22,35,5,0,0.0284233285848557,31.78131123195
"11990","cid0011990",1,"twice-a-week","convenience",3,172.99001,1,0,1,1,0.313586730922196,1.84975394147755
"11991","cid0011991",0,"once-a-month","convenience",5,43.990002,2,56,4,0,0.144683613650241,23.2126831879823
"11992","cid0011992",0,"once-a-month","ethnic",5,52.990002,19,61,4,0,0.0983659656126039,22.9862508426914
"11993","cid0011993",1,"once-a-month","ethnic",5,52.990002,2,58,4,0,0.105366759512094,24.2495157168287
"11994","cid0011994",0,"once-a-month","healthy",4,51.990002,4,47,2,0,0.383250320218356,7.77284441664434
"11995","cid0011995",0,"once-a-week","convenience",4,139.99001,8,47,3,0,0.14351793969295,15.7145728811503
"11996","cid0011996",1,"once-a-week","convenience",2,97.989998,1,0,4,0,0.00384524449858178,21.7496868762503
"11997","cid0011997",0,"once-a-month","convenience",5,43.990002,1,12,3,1,0.300979040692898,16.3725532048527
"11998","cid0011998",0,"once-a-month","convenience",5,43.990002,35,0,4,0,0.0136067873137119,22.7491291370039
"11999","cid0011999",1,"once-a-month","convenience",3,33.990002,21,15,2,0,0.0633127165737274,8.32004155253081
"12000","cid0012000",0,"once-a-month","convenience",4,39.990002,4,8,4,0,0.0740951989306091,22.2136604880336
"12001","cid0012001",0,"once-a-month","ethnic",4,47.990002,8,0,1,0,0.728929423039253,1.60730911789296
"12002","cid0012002",1,"once-a-month","ethnic",3,40.990002,1,15,2,1,0.212269776727335,8.61335162803385
"12003","cid0012003",1,"twice-a-week","healthy",3,224.99001,1,0,3,0,0.0363951065922122,14.825646172422
"12004","cid0012004",1,"once-a-month","convenience",3,33.990002,11,0,5,0,0.00187536958094159,29.02304370382
"12005","cid0012005",1,"once-a-month","healthy",3,44.990002,7,41,2,0,0.0952982906579789,7.78423892666289
"12006","cid0012006",1,"once-a-month","convenience",3,33.990002,5,7,4,0,0.00788144962030344,22.2531491829599
"12007","cid0012007",0,"twice-a-week","healthy",5,289.98999,2,0,1,1,0.724805684805797,2.02063765646197
"12008","cid0012008",1,"once-a-month","ethnic",6,57.990002,14,0,1,0,0.750351949822666,4.48934789567258
"12009","cid0012009",1,"once-a-month","healthy",3,44.990002,12,13,2,1,0.0844652848098255,7.71400346439344
"12010","cid0012010",1,"once-a-month","convenience",2,27.99,8,29,5,0,0.000738707321252424,28.0942564661408
"12011","cid0012011",1,"once-a-month","ethnic",3,40.990002,40,0,3,0,0.0258808736394367,14.9196920979156
"12012","cid0012012",1,"once-a-month","convenience",6,47.990002,2,0,3,0,0.228340306504122,18.3538989298609
"12013","cid0012013",1,"once-a-month","ethnic",5,52.990002,47,32,5,0,0.0126889382399183,30.471573631987
"12014","cid0012014",0,"once-a-month","convenience",5,43.990002,18,27,4,0,0.0477783169913786,22.9879297087201
"12015","cid0012015",1,"once-a-month","convenience",6,47.990002,1,0,2,0,0.425719198742515,11.5137689467314
"12016","cid0012016",1,"once-a-month","convenience",5,43.990002,3,0,2,0,0.27410168405736,10.5147462467827
"12017","cid0012017",1,"once-a-week","convenience",4,139.99001,10,0,4,0,0.0174373763416769,23.5651200742471
"12018","cid0012018",1,"once-a-month","convenience",5,43.990002,15,0,4,0,0.0343457260692634,24.0545352885029
"12019","cid0012019",1,"once-a-month","convenience",4,39.990002,15,50,4,0,0.014508529212259,23.0836067734619
"12020","cid0012020",0,"once-a-month","convenience",5,43.990002,12,0,2,0,0.305798462604098,9.36385811227652
"12021","cid0012021",0,"once-a-month","convenience",6,47.990002,10,64,5,0,0.0747408275410839,30.9254120389755
"12022","cid0012022",0,"once-a-week","ethnic",5,186.99001,2,0,1,1,0.846187203403317,3.07379802617294
"12023","cid0012023",0,"once-a-week","convenience",2,97.989998,3,0,2,0,0.251598613865185,6.98877423775452
"12024","cid0012024",1,"twice-a-week","convenience",3,172.99001,1,21,5,0,0.0026940443376581,29.2664622438113
"12025","cid0012025",1,"once-a-month","convenience",5,43.990002,16,0,2,0,0.211050670240728,10.3321340448821
"12026","cid0012026",1,"once-a-month","ethnic",4,47.990002,51,42,3,0,0.040392365581011,15.7361025959637
"12027","cid0012027",1,"once-a-week","convenience",5,155.99001,38,0,2,0,0.136149150667565,10.4343758494122
"12028","cid0012028",1,"once-a-month","convenience",3,33.990002,8,0,3,0,0.025775363724363,15.3568308300148
"12029","cid0012029",0,"once-a-month","convenience",4,39.990002,5,0,3,1,0.166202275899471,15.3454363199963
"12030","cid0012030",0,"once-a-month","ethnic",5,52.990002,8,0,2,0,0.583378609913623,9.43241470851731
"12031","cid0012031",1,"once-a-month","convenience",4,39.990002,22,0,3,0,0.0372686599314892,16.1311000507013
"12032","cid0012032",1,"once-a-month","healthy",4,51.990002,17,53,3,0,0.0453651199397564,15.4688735927483
"12033","cid0012033",1,"once-a-month","convenience",3,33.990002,10,0,3,0,0.0244766983626674,15.328736645107
"12034","cid0012034",0,"twice-a-week","convenience",5,222.99001,44,59,5,0,0.00324460943349844,29.5798299959547
"12035","cid0012035",1,"twice-a-week","healthy",3,224.99001,25,17,4,0,0.00551224413076946,21.3426930291121
"12036","cid0012036",1,"once-a-month","ethnic",3,40.990002,4,0,4,0,0.0187773634844615,22.2795645018391
"12037","cid0012037",0,"once-a-month","convenience",4,39.990002,30,0,2,0,0.0742541772231008,8.14008193306558
"12038","cid0012038",1,"once-a-month","convenience",4,39.990002,5,18,4,0,0.0188307228249898,23.2240776980008
"12039","cid0012039",0,"twice-a-week","convenience",4,199.99001,43,15,5,0,0.00169494939914914,28.6229485733677
"12040","cid0012040",1,"once-a-month","convenience",5,43.990002,29,0,2,0,0.159319923250807,10.1495218429815
"12041","cid0012041",1,"once-a-month","convenience",6,47.990002,45,41,3,0,0.0864442178725651,17.7498739543436
