customerid,urban,frequency,menu,partysize,monthlybasepayment,tenure,monthlyaddons,rating,churn
cid0008047,1,once-a-month,convenience,5,43.990002,12,35,3,0
cid0008048,0,once-a-month,convenience,3,33.990002,19,37,5,0
cid0008049,1,once-a-month,convenience,3,33.990002,2,31,4,0
cid0008050,0,once-a-month,convenience,5,43.990002,23,23,3,0
cid0008051,0,once-a-month,healthy,4,51.990002,2,0,3,0
cid0008052,1,once-a-month,ethnic,3,40.990002,6,0,3,0
cid0008053,0,once-a-month,ethnic,4,47.990002,1,35,5,1
cid0008054,1,once-a-week,convenience,3,120.99,42,0,2,0
cid0008055,1,once-a-month,ethnic,3,40.990002,6,19,2,0
cid0008056,0,once-a-month,convenience,4,39.990002,4,28,3,0
cid0008057,1,twice-a-week,convenience,5,222.99001,8,0,5,0
cid0008058,1,twice-a-week,ethnic,6,292.98999,1,0,3,0
cid0008059,1,once-a-month,convenience,5,43.990002,1,27,5,0
cid0008060,1,twice-a-week,ethnic,6,292.98999,17,0,1,1
cid0008061,1,once-a-week,convenience,3,120.99,5,0,2,0
cid0008062,1,once-a-month,convenience,3,33.990002,4,42,3,0
cid0008063,1,once-a-month,convenience,5,43.990002,3,47,4,0
cid0008064,1,once-a-month,convenience,5,43.990002,37,0,2,1
cid0008065,1,once-a-month,healthy,4,51.990002,25,23,3,0
cid0008066,1,once-a-month,healthy,3,44.990002,4,51,4,0
cid0008067,1,once-a-month,convenience,4,39.990002,4,18,3,0
cid0008068,0,once-a-month,convenience,3,33.990002,38,0,4,0
cid0008069,1,twice-a-week,ethnic,4,239.99001,4,0,1,1
cid0008070,0,once-a-week,ethnic,2,117.99,21,15,3,0
cid0008071,0,once-a-month,ethnic,4,47.990002,2,45,3,0
cid0008072,1,once-a-month,healthy,4,51.990002,2,0,4,0
cid0008073,1,once-a-week,ethnic,6,204.99001,1,13,3,0
cid0008074,0,twice-a-week,healthy,6,317.98999,3,47,4,0
cid0008075,0,once-a-month,convenience,4,39.990002,2,13,5,0
cid0008076,0,once-a-week,convenience,5,155.99001,32,20,3,1
cid0008077,1,once-a-month,convenience,4,39.990002,13,48,4,0
cid0008078,0,twice-a-week,convenience,4,199.99001,2,15,1,1
cid0008079,0,once-a-month,convenience,3,33.990002,54,0,3,0
cid0008080,0,once-a-month,convenience,4,39.990002,6,49,5,0
cid0008081,1,once-a-week,convenience,3,120.99,2,0,2,0
cid0008082,0,twice-a-week,convenience,2,140.99001,22,16,3,0
cid0008083,0,once-a-month,convenience,4,39.990002,1,34,5,0
cid0008084,0,once-a-month,convenience,4,39.990002,2,0,2,0
cid0008085,1,twice-a-week,ethnic,2,168.99001,6,0,1,1
cid0008086,0,twice-a-week,convenience,4,199.99001,1,0,1,1
cid0008087,1,twice-a-week,ethnic,2,168.99001,5,0,3,0
cid0008088,1,once-a-month,ethnic,5,52.990002,7,0,1,0
cid0008089,0,once-a-week,ethnic,2,117.99,3,24,2,0
cid0008090,1,once-a-month,convenience,4,39.990002,40,0,3,0
cid0008091,0,once-a-month,convenience,2,27.99,1,35,5,0
cid0008092,0,once-a-month,ethnic,6,57.990002,3,0,1,1
cid0008093,1,twice-a-week,ethnic,2,168.99001,21,0,2,0
cid0008094,1,once-a-week,healthy,4,181.99001,6,0,4,0
cid0008095,0,once-a-month,healthy,3,44.990002,12,52,5,0
cid0008096,1,once-a-month,convenience,5,43.990002,9,0,4,0
cid0008097,0,once-a-month,healthy,4,51.990002,5,0,3,0
cid0008098,0,twice-a-week,healthy,3,224.99001,3,0,1,1
cid0008099,1,once-a-month,ethnic,4,47.990002,9,0,3,0
cid0008100,0,once-a-month,convenience,6,47.990002,3,66,4,0
cid0008101,1,once-a-week,healthy,4,181.99001,49,0,1,0
cid0008102,0,once-a-month,convenience,3,33.990002,45,0,3,0
cid0008103,1,once-a-month,convenience,5,43.990002,8,0,1,0
cid0008104,1,twice-a-week,convenience,3,172.99001,26,0,2,0
cid0008105,1,once-a-week,healthy,6,221.99001,40,50,3,0
cid0008106,0,once-a-month,convenience,3,33.990002,12,15,3,0
cid0008107,0,once-a-month,ethnic,3,40.990002,20,53,4,0
cid0008108,1,twice-a-week,convenience,5,222.99001,22,0,2,0
cid0008109,1,twice-a-week,convenience,3,172.99001,12,35,4,0
cid0008110,1,twice-a-week,convenience,4,199.99001,7,0,2,0
cid0008111,0,once-a-month,healthy,3,44.990002,2,0,1,1
cid0008112,0,once-a-month,ethnic,2,32.990002,9,0,4,0
cid0008113,0,once-a-month,ethnic,3,40.990002,14,0,4,0
cid0008114,0,twice-a-week,convenience,3,172.99001,8,4,2,0
cid0008115,0,once-a-month,convenience,3,33.990002,16,10,4,0
cid0008116,0,twice-a-week,convenience,2,140.99001,2,0,2,0
cid0008117,1,once-a-month,convenience,5,43.990002,37,0,2,1
cid0008118,1,once-a-month,convenience,5,43.990002,11,45,3,0
cid0008119,1,once-a-month,convenience,4,39.990002,6,0,2,0
cid0008120,1,once-a-month,convenience,2,27.99,6,46,5,0
cid0008121,1,once-a-week,ethnic,5,186.99001,5,50,3,0
cid0008122,1,once-a-month,convenience,5,43.990002,4,21,4,0
cid0008123,1,once-a-month,ethnic,3,40.990002,3,44,2,0
cid0008124,1,once-a-month,ethnic,3,40.990002,2,36,3,0
cid0008125,0,once-a-month,convenience,2,27.99,7,10,4,0
cid0008126,1,once-a-month,ethnic,4,47.990002,1,6,3,0
cid0008127,0,once-a-month,convenience,4,39.990002,11,45,2,0
cid0008128,1,once-a-month,convenience,5,43.990002,3,0,3,0
cid0008129,0,twice-a-week,healthy,5,289.98999,8,0,4,0
cid0008130,1,once-a-month,convenience,3,33.990002,10,0,1,0
cid0008131,0,once-a-week,convenience,2,97.989998,28,0,3,0
cid0008132,1,once-a-month,convenience,5,43.990002,16,47,5,0
cid0008133,0,once-a-week,convenience,4,139.99001,10,0,4,0
cid0008134,0,once-a-week,ethnic,4,167.99001,34,3,4,0
cid0008135,0,once-a-week,convenience,2,97.989998,6,0,1,1
cid0008136,1,twice-a-week,healthy,5,289.98999,1,29,4,0
cid0008137,1,once-a-month,ethnic,6,57.990002,1,33,4,0
cid0008138,1,twice-a-week,convenience,6,243.99001,3,0,1,0
cid0008139,1,once-a-month,convenience,5,43.990002,12,19,3,0
cid0008140,1,once-a-month,convenience,5,43.990002,3,24,3,0
cid0008141,0,once-a-month,convenience,5,43.990002,10,0,1,0
cid0008142,0,once-a-month,convenience,3,33.990002,1,47,4,1
cid0008143,1,twice-a-week,ethnic,6,292.98999,3,0,4,0
cid0008144,1,twice-a-week,convenience,6,243.99001,2,0,1,1
cid0008145,0,once-a-month,convenience,4,39.990002,2,14,3,0
cid0008146,1,twice-a-week,healthy,6,317.98999,33,29,3,0
cid0008147,0,once-a-month,convenience,4,39.990002,2,59,5,0
cid0008148,0,once-a-month,convenience,3,33.990002,8,51,4,0
cid0008149,0,once-a-month,convenience,5,43.990002,1,0,2,1
cid0008150,1,once-a-month,healthy,4,51.990002,9,0,1,0
cid0008151,0,once-a-month,convenience,3,33.990002,2,0,1,1
cid0008152,0,twice-a-week,convenience,6,243.99001,26,17,5,1
cid0008153,1,once-a-month,convenience,5,43.990002,16,0,2,1
cid0008154,0,once-a-month,ethnic,3,40.990002,2,24,4,1
cid0008155,1,once-a-month,healthy,3,44.990002,8,5,5,0
cid0008156,0,once-a-month,convenience,4,39.990002,2,9,2,1
cid0008157,1,twice-a-week,convenience,3,172.99001,44,0,2,0
cid0008158,0,once-a-month,convenience,3,33.990002,2,0,3,0
cid0008159,0,twice-a-week,ethnic,3,206.99001,3,53,4,0
cid0008160,1,once-a-month,ethnic,3,40.990002,13,0,1,0
cid0008161,1,once-a-month,convenience,3,33.990002,2,0,1,0
cid0008162,1,once-a-month,convenience,2,27.99,2,19,3,0
cid0008163,1,twice-a-week,convenience,2,140.99001,18,0,3,0
cid0008164,1,twice-a-week,healthy,3,224.99001,11,0,4,0
cid0008165,1,once-a-month,ethnic,5,52.990002,21,28,5,0
cid0008166,1,once-a-month,healthy,4,51.990002,5,40,4,0
cid0008167,1,once-a-month,convenience,2,27.99,10,0,3,0
cid0008168,0,once-a-month,convenience,3,33.990002,34,0,2,0
cid0008169,0,once-a-month,ethnic,6,57.990002,51,0,4,0
cid0008170,1,twice-a-week,convenience,3,172.99001,2,35,1,1
cid0008171,1,twice-a-week,healthy,5,289.98999,22,52,4,0
cid0008172,0,twice-a-week,convenience,4,199.99001,14,0,1,0
cid0008173,0,once-a-month,convenience,3,33.990002,25,0,4,0
cid0008174,1,twice-a-week,ethnic,3,206.99001,10,0,4,0
cid0008175,0,once-a-month,convenience,5,43.990002,9,11,4,0
cid0008176,1,once-a-month,convenience,3,33.990002,46,0,2,0
cid0008177,1,once-a-month,convenience,6,47.990002,10,54,3,0
cid0008178,1,once-a-month,convenience,2,27.99,15,5,5,0
cid0008179,1,once-a-month,convenience,3,33.990002,4,0,4,0
cid0008180,0,once-a-month,convenience,6,47.990002,2,22,3,1
cid0008181,0,once-a-month,convenience,4,39.990002,1,0,1,1
cid0008182,0,once-a-month,convenience,6,47.990002,3,0,2,0
cid0008183,1,twice-a-week,convenience,6,243.99001,25,0,3,0
cid0008184,0,twice-a-week,convenience,2,140.99001,49,15,3,0
cid0008185,1,once-a-month,convenience,3,33.990002,5,0,1,0
cid0008186,1,once-a-week,convenience,5,155.99001,50,38,5,0
cid0008187,1,once-a-month,convenience,4,39.990002,9,46,3,0
cid0008188,1,once-a-month,ethnic,4,47.990002,22,0,2,0
cid0008189,0,once-a-month,convenience,5,43.990002,40,0,2,0
cid0008190,0,once-a-month,healthy,4,51.990002,3,48,1,1
cid0008191,0,once-a-month,convenience,5,43.990002,6,0,2,0
cid0008192,0,once-a-month,convenience,4,39.990002,33,0,2,0
cid0008193,1,once-a-month,convenience,3,33.990002,3,30,5,0
cid0008194,1,once-a-month,convenience,3,33.990002,11,1,2,1
cid0008195,1,once-a-week,convenience,6,170.99001,4,0,2,0
cid0008196,1,once-a-month,healthy,5,57.990002,5,2,4,0
cid0008197,1,once-a-month,convenience,6,47.990002,5,0,2,0
cid0008198,0,once-a-month,ethnic,4,47.990002,1,0,2,1
cid0008199,1,once-a-month,ethnic,5,52.990002,10,17,4,0
cid0008200,1,twice-a-week,convenience,5,222.99001,15,62,5,0
cid0008201,0,once-a-month,ethnic,4,47.990002,5,0,3,1
cid0008202,0,once-a-month,convenience,4,39.990002,9,0,4,0
cid0008203,1,twice-a-week,convenience,4,199.99001,8,30,2,1
cid0008204,0,once-a-month,healthy,4,51.990002,1,0,5,0
cid0008205,0,once-a-month,convenience,4,39.990002,1,0,1,0
cid0008206,1,once-a-month,healthy,3,44.990002,1,30,4,0
cid0008207,1,once-a-month,convenience,2,27.99,7,46,4,0
cid0008208,0,once-a-month,ethnic,3,40.990002,11,12,5,0
cid0008209,0,once-a-week,ethnic,2,117.99,9,22,3,0
cid0008210,0,once-a-month,convenience,6,47.990002,44,48,3,0
cid0008211,1,once-a-month,ethnic,5,52.990002,13,2,3,0
cid0008212,1,once-a-week,ethnic,3,144.99001,42,5,4,0
cid0008213,1,once-a-month,ethnic,4,47.990002,39,0,1,0
cid0008214,1,once-a-month,convenience,2,27.99,6,0,2,0
cid0008215,0,once-a-month,ethnic,2,32.990002,8,8,4,0
cid0008216,1,once-a-month,convenience,3,33.990002,2,0,2,0
cid0008217,1,once-a-month,convenience,4,39.990002,2,5,4,0
cid0008218,1,once-a-week,ethnic,5,186.99001,16,0,1,0
cid0008219,1,once-a-month,convenience,4,39.990002,19,0,2,0
cid0008220,0,once-a-month,convenience,2,27.99,9,19,4,0
cid0008221,0,twice-a-week,convenience,5,222.99001,28,0,3,0
cid0008222,1,once-a-month,convenience,5,43.990002,36,0,2,1
cid0008223,0,twice-a-week,convenience,5,222.99001,2,0,4,0
cid0008224,1,once-a-month,convenience,4,39.990002,9,46,3,0
cid0008225,0,once-a-month,ethnic,2,32.990002,3,0,2,1
cid0008226,0,twice-a-week,convenience,3,172.99001,2,8,4,0
cid0008227,0,twice-a-week,ethnic,4,239.99001,1,30,2,1
cid0008228,1,once-a-week,convenience,3,120.99,1,9,4,0
cid0008229,0,twice-a-week,healthy,2,182.99001,19,0,2,0
cid0008230,0,once-a-month,convenience,4,39.990002,26,51,5,0
cid0008231,0,twice-a-week,convenience,3,172.99001,5,0,3,0
cid0008232,1,once-a-month,ethnic,4,47.990002,19,0,3,0
cid0008233,1,twice-a-week,convenience,3,172.99001,41,0,3,0
cid0008234,1,once-a-month,healthy,6,62.990002,2,65,4,0
cid0008235,1,once-a-month,convenience,5,43.990002,2,29,3,0
cid0008236,1,once-a-month,ethnic,4,47.990002,38,0,2,0
cid0008237,0,twice-a-week,convenience,4,199.99001,5,41,4,0
cid0008238,0,once-a-month,convenience,5,43.990002,44,0,3,0
cid0008239,1,twice-a-week,healthy,2,182.99001,1,14,5,0
cid0008240,1,once-a-month,convenience,5,43.990002,52,60,4,0
cid0008241,0,twice-a-week,healthy,6,317.98999,28,0,2,1
cid0008242,1,once-a-month,convenience,4,39.990002,2,0,3,0
cid0008243,1,once-a-month,healthy,5,57.990002,7,3,3,0
cid0008244,1,once-a-month,convenience,6,47.990002,19,0,3,0
cid0008245,0,once-a-month,convenience,6,47.990002,4,49,4,0
cid0008246,0,once-a-month,convenience,3,33.990002,5,0,3,0
cid0008247,0,once-a-week,ethnic,3,144.99001,11,0,2,0
cid0008248,0,once-a-month,healthy,5,57.990002,12,4,5,0
cid0008249,0,once-a-month,convenience,3,33.990002,5,43,5,0
cid0008250,0,once-a-week,convenience,6,170.99001,8,0,4,0
cid0008251,1,once-a-month,convenience,4,39.990002,12,53,2,0
cid0008252,1,twice-a-week,convenience,3,172.99001,1,49,5,0
cid0008253,1,once-a-month,ethnic,3,40.990002,15,33,3,0
cid0008254,1,once-a-month,ethnic,6,57.990002,5,0,1,1
cid0008255,1,once-a-week,ethnic,4,167.99001,15,15,5,0
cid0008256,1,once-a-month,convenience,5,43.990002,15,0,2,0
cid0008257,0,once-a-month,convenience,3,33.990002,11,24,4,0
cid0008258,1,once-a-month,convenience,6,47.990002,26,52,5,0
cid0008259,0,once-a-month,convenience,6,47.990002,2,24,5,0
cid0008260,0,once-a-month,convenience,5,43.990002,2,0,2,1
cid0008261,1,once-a-month,convenience,4,39.990002,31,0,3,0
cid0008262,1,once-a-month,convenience,6,47.990002,9,68,4,0
cid0008263,1,twice-a-week,convenience,2,140.99001,1,44,2,1
cid0008264,0,once-a-month,convenience,5,43.990002,24,7,3,0
cid0008265,0,once-a-month,convenience,5,43.990002,4,36,4,0
cid0008266,0,once-a-month,healthy,3,44.990002,23,0,1,0
cid0008267,0,once-a-month,convenience,5,43.990002,21,0,4,0
cid0008268,1,once-a-month,convenience,3,33.990002,9,8,1,0
cid0008269,1,once-a-month,convenience,4,39.990002,42,54,4,0
cid0008270,1,twice-a-week,convenience,2,140.99001,21,34,4,0
cid0008271,0,once-a-month,ethnic,2,32.990002,5,0,3,0
cid0008272,1,once-a-week,convenience,3,120.99,3,19,3,0
cid0008273,0,twice-a-week,convenience,3,172.99001,25,44,5,0
cid0008274,1,once-a-week,ethnic,4,167.99001,26,0,3,0
cid0008275,1,once-a-month,convenience,5,43.990002,2,61,5,0
cid0008276,1,once-a-month,convenience,3,33.990002,11,0,2,0
cid0008277,1,twice-a-week,healthy,4,259.98999,9,10,4,0
cid0008278,1,twice-a-week,convenience,5,222.99001,19,8,5,0
cid0008279,1,once-a-month,healthy,6,62.990002,2,0,4,0
cid0008280,0,twice-a-week,ethnic,4,239.99001,10,38,5,0
cid0008281,1,once-a-month,convenience,3,33.990002,7,0,3,0
cid0008282,0,once-a-month,convenience,3,33.990002,20,24,3,0
cid0008283,0,twice-a-week,ethnic,5,267.98999,8,0,1,1
cid0008284,1,once-a-week,ethnic,4,167.99001,2,40,3,0
cid0008285,1,once-a-month,convenience,2,27.99,3,15,3,0
cid0008286,1,once-a-month,convenience,5,43.990002,18,63,4,0
cid0008287,1,once-a-month,convenience,4,39.990002,3,0,2,1
cid0008288,1,once-a-month,ethnic,4,47.990002,8,13,4,0
cid0008289,0,once-a-week,ethnic,5,186.99001,15,19,2,0
cid0008290,1,once-a-month,ethnic,5,52.990002,18,13,3,0
cid0008291,1,once-a-month,convenience,4,39.990002,32,43,1,0
cid0008292,0,once-a-month,convenience,5,43.990002,6,0,3,0
cid0008293,0,once-a-month,convenience,2,27.99,11,0,2,0
cid0008294,1,twice-a-week,convenience,6,243.99001,1,0,1,0
cid0008295,1,once-a-week,convenience,3,120.99,1,46,5,0
cid0008296,1,once-a-month,convenience,3,33.990002,9,13,3,0
cid0008297,0,once-a-month,convenience,6,47.990002,3,0,3,0
cid0008298,0,once-a-month,healthy,4,51.990002,3,0,2,0
cid0008299,1,once-a-month,ethnic,4,47.990002,1,0,4,1
cid0008300,1,once-a-month,convenience,3,33.990002,26,44,4,0
cid0008301,1,once-a-month,convenience,3,33.990002,20,38,2,0
cid0008302,1,once-a-month,convenience,3,33.990002,3,0,1,1
cid0008303,0,once-a-month,convenience,5,43.990002,53,0,1,0
cid0008304,1,once-a-month,ethnic,3,40.990002,2,28,4,0
cid0008305,1,once-a-month,convenience,4,39.990002,6,0,3,0
cid0008306,0,once-a-month,ethnic,5,52.990002,1,13,2,1
cid0008307,1,once-a-month,convenience,3,33.990002,49,0,2,0
cid0008308,1,once-a-week,ethnic,5,186.99001,50,0,2,1
cid0008309,0,once-a-month,convenience,4,39.990002,21,0,2,0
cid0008310,1,once-a-month,healthy,5,57.990002,17,27,4,0
cid0008311,1,once-a-month,ethnic,2,32.990002,37,0,2,0
cid0008312,1,once-a-month,healthy,5,57.990002,2,54,2,0
cid0008313,0,twice-a-week,convenience,4,199.99001,2,0,2,1
cid0008314,1,once-a-month,convenience,3,33.990002,35,5,4,0
cid0008315,1,once-a-month,convenience,3,33.990002,46,5,5,0
cid0008316,1,once-a-month,ethnic,6,57.990002,2,0,1,1
cid0008317,1,once-a-month,convenience,6,47.990002,8,20,5,0
cid0008318,1,once-a-month,convenience,2,27.99,11,36,4,0
cid0008319,0,once-a-week,convenience,5,155.99001,16,33,5,0
cid0008320,0,twice-a-week,ethnic,5,267.98999,6,62,4,0
cid0008321,0,once-a-month,convenience,4,39.990002,3,0,3,0
cid0008322,1,once-a-month,convenience,5,43.990002,8,7,3,0
cid0008323,0,twice-a-week,healthy,5,289.98999,32,2,3,0
cid0008324,1,twice-a-week,ethnic,3,206.99001,13,53,4,0
cid0008325,0,once-a-month,ethnic,4,47.990002,42,0,3,0
cid0008326,1,once-a-month,convenience,4,39.990002,17,7,4,0
cid0008327,0,once-a-month,convenience,5,43.990002,5,42,2,0
cid0008328,0,once-a-month,healthy,3,44.990002,26,0,3,0
cid0008329,0,once-a-month,healthy,2,35.990002,3,32,2,1
cid0008330,1,once-a-month,healthy,5,57.990002,2,0,1,1
cid0008331,1,twice-a-week,ethnic,3,206.99001,25,10,4,0
cid0008332,1,once-a-month,convenience,3,33.990002,12,0,2,0
cid0008333,1,once-a-month,ethnic,3,40.990002,1,40,4,0
cid0008334,1,once-a-month,convenience,5,43.990002,4,0,2,0
cid0008335,0,once-a-month,ethnic,2,32.990002,21,44,4,0
cid0008336,1,once-a-month,convenience,4,39.990002,9,65,5,0
cid0008337,1,once-a-month,healthy,3,44.990002,5,0,1,0
cid0008338,0,twice-a-week,convenience,3,172.99001,2,5,4,0
cid0008339,1,once-a-month,convenience,4,39.990002,4,52,5,0
cid0008340,1,twice-a-week,convenience,3,172.99001,1,0,3,0
cid0008341,1,once-a-month,healthy,2,35.990002,45,0,4,0
cid0008342,0,twice-a-week,convenience,5,222.99001,37,24,4,0
cid0008343,0,once-a-month,convenience,5,43.990002,4,33,2,0
cid0008344,1,once-a-month,ethnic,5,52.990002,21,0,4,0
cid0008345,0,twice-a-week,ethnic,5,267.98999,10,0,2,0
cid0008346,1,once-a-week,convenience,3,120.99,50,0,1,0
cid0008347,1,once-a-month,convenience,6,47.990002,12,0,2,0
cid0008348,1,once-a-month,healthy,2,35.990002,16,0,1,0
cid0008349,1,once-a-month,convenience,5,43.990002,13,3,4,0
cid0008350,0,twice-a-week,convenience,3,172.99001,12,12,2,0
cid0008351,0,once-a-month,convenience,6,47.990002,2,30,3,0
cid0008352,1,once-a-month,convenience,5,43.990002,2,0,2,0
cid0008353,0,twice-a-week,convenience,2,140.99001,7,0,1,1
cid0008354,0,twice-a-week,convenience,5,222.99001,26,0,3,0
cid0008355,0,once-a-month,convenience,4,39.990002,9,0,2,0
cid0008356,0,once-a-month,convenience,3,33.990002,6,32,2,0
cid0008357,1,once-a-month,convenience,3,33.990002,17,0,2,0
cid0008358,1,twice-a-week,convenience,4,199.99001,1,56,5,0
cid0008359,0,once-a-month,convenience,3,33.990002,4,55,4,0
cid0008360,1,once-a-month,convenience,5,43.990002,8,0,2,0
cid0008361,1,once-a-month,ethnic,2,32.990002,2,4,4,0
cid0008362,1,once-a-month,ethnic,5,52.990002,18,0,1,0
cid0008363,1,once-a-month,ethnic,6,57.990002,35,0,4,0
cid0008364,1,once-a-week,convenience,2,97.989998,5,22,3,0
cid0008365,0,once-a-month,convenience,3,33.990002,9,17,4,0
cid0008366,0,twice-a-week,convenience,6,243.99001,2,0,3,1
cid0008367,0,once-a-month,convenience,3,33.990002,2,0,1,1
cid0008368,0,once-a-month,ethnic,5,52.990002,5,41,4,0
cid0008369,1,once-a-week,convenience,3,120.99,7,39,4,0
cid0008370,1,once-a-month,convenience,4,39.990002,2,33,3,0
cid0008371,0,once-a-month,convenience,2,27.99,21,0,3,0
cid0008372,0,once-a-month,healthy,4,51.990002,32,0,1,0
cid0008373,1,once-a-month,convenience,3,33.990002,1,0,2,1
cid0008374,1,once-a-month,ethnic,4,47.990002,3,51,4,0
cid0008375,0,once-a-month,ethnic,3,40.990002,6,0,3,0
cid0008376,1,twice-a-week,convenience,3,172.99001,21,21,5,0
cid0008377,1,twice-a-week,convenience,4,199.99001,2,10,4,0
cid0008378,1,once-a-month,convenience,5,43.990002,5,35,3,1
cid0008379,0,once-a-month,convenience,5,43.990002,2,0,1,1
cid0008380,1,once-a-month,convenience,3,33.990002,6,4,4,0
cid0008381,0,twice-a-week,ethnic,3,206.99001,6,0,2,0
cid0008382,1,once-a-month,ethnic,5,52.990002,1,17,3,1
cid0008383,0,once-a-month,ethnic,4,47.990002,2,52,3,1
cid0008384,0,once-a-week,convenience,2,97.989998,4,0,1,1
cid0008385,1,once-a-month,ethnic,5,52.990002,33,0,1,0
cid0008386,1,once-a-month,convenience,2,27.99,23,0,3,0
cid0008387,0,once-a-month,convenience,3,33.990002,4,0,1,1
cid0008388,1,once-a-month,healthy,3,44.990002,3,58,5,0
cid0008389,1,once-a-month,convenience,2,27.99,2,0,1,1
cid0008390,0,once-a-month,convenience,6,47.990002,23,51,4,0
cid0008391,1,once-a-month,convenience,3,33.990002,1,59,5,0
cid0008392,0,once-a-month,ethnic,5,52.990002,2,3,3,0
cid0008393,1,once-a-month,convenience,5,43.990002,6,0,2,0
cid0008394,1,twice-a-week,convenience,4,199.99001,36,0,4,0
cid0008395,1,once-a-month,convenience,3,33.990002,32,13,5,0
cid0008396,0,twice-a-week,convenience,6,243.99001,14,0,2,0
cid0008397,0,twice-a-week,ethnic,4,239.99001,1,0,2,1
cid0008398,1,once-a-month,ethnic,5,52.990002,4,1,5,0
cid0008399,1,once-a-month,ethnic,4,47.990002,32,57,3,0
cid0008400,0,once-a-week,convenience,6,170.99001,29,48,3,1
cid0008401,1,once-a-month,ethnic,4,47.990002,3,0,2,1
cid0008402,1,once-a-month,convenience,4,39.990002,19,0,2,0
cid0008403,1,once-a-month,healthy,5,57.990002,2,0,3,0
cid0008404,0,once-a-month,ethnic,2,32.990002,34,49,4,0
cid0008405,1,twice-a-week,ethnic,4,239.99001,2,0,2,1
cid0008406,0,once-a-month,ethnic,3,40.990002,1,0,1,1
cid0008407,0,twice-a-week,healthy,5,289.98999,7,0,4,0
cid0008408,0,once-a-month,convenience,4,39.990002,10,0,4,0
cid0008409,1,once-a-month,healthy,4,51.990002,27,0,4,0
cid0008410,1,once-a-month,convenience,5,43.990002,11,9,4,0
cid0008411,1,once-a-month,healthy,5,57.990002,8,15,1,0
cid0008412,0,once-a-week,ethnic,6,204.99001,14,9,2,1
cid0008413,1,once-a-month,ethnic,4,47.990002,25,29,5,0
cid0008414,0,once-a-month,convenience,2,27.99,4,36,4,0
cid0008415,1,twice-a-week,convenience,4,199.99001,1,0,1,1
cid0008416,1,once-a-month,convenience,2,27.99,7,0,2,0
cid0008417,0,twice-a-week,convenience,5,222.99001,3,57,3,0
cid0008418,0,once-a-month,convenience,4,39.990002,20,38,4,0
cid0008419,0,once-a-week,convenience,4,139.99001,2,0,1,0
cid0008420,1,once-a-month,ethnic,4,47.990002,4,0,1,1
cid0008421,0,once-a-month,healthy,4,51.990002,6,0,2,0
cid0008422,1,once-a-month,convenience,5,43.990002,30,25,3,0
cid0008423,0,once-a-month,healthy,3,44.990002,5,48,4,0
cid0008424,1,once-a-month,ethnic,5,52.990002,19,33,4,0
cid0008425,1,once-a-week,ethnic,3,144.99001,1,58,5,0
cid0008426,1,once-a-month,ethnic,3,40.990002,1,0,3,0
cid0008427,0,once-a-month,ethnic,4,47.990002,5,0,4,0
cid0008428,1,once-a-month,convenience,6,47.990002,1,0,4,0
cid0008429,0,once-a-month,ethnic,3,40.990002,12,0,2,0
cid0008430,1,once-a-month,ethnic,6,57.990002,2,0,2,1
cid0008431,0,once-a-month,ethnic,6,57.990002,3,4,2,1
cid0008432,0,once-a-month,convenience,3,33.990002,26,31,4,0
cid0008433,0,once-a-month,ethnic,2,32.990002,5,32,3,0
cid0008434,0,once-a-month,convenience,5,43.990002,2,0,4,0
cid0008435,1,once-a-month,healthy,6,62.990002,42,0,1,1
cid0008436,0,once-a-month,convenience,5,43.990002,2,0,4,0
cid0008437,0,once-a-month,convenience,2,27.99,6,0,2,0
cid0008438,0,once-a-week,convenience,4,139.99001,8,58,5,0
cid0008439,1,twice-a-week,convenience,3,172.99001,5,0,2,0
cid0008440,1,twice-a-week,convenience,3,172.99001,23,10,4,0
cid0008441,0,once-a-month,convenience,2,27.99,10,0,3,0
cid0008442,0,once-a-month,convenience,5,43.990002,25,0,4,0
cid0008443,0,once-a-week,healthy,5,202.99001,9,23,4,0
cid0008444,1,once-a-month,convenience,4,39.990002,20,41,4,0
cid0008445,1,twice-a-week,convenience,5,222.99001,2,18,5,0
cid0008446,0,once-a-week,convenience,4,139.99001,5,0,3,0
cid0008447,0,once-a-month,convenience,2,27.99,1,33,2,0
cid0008448,0,once-a-week,convenience,3,120.99,8,0,2,0
cid0008449,0,once-a-month,convenience,3,33.990002,34,7,2,0
cid0008450,1,once-a-week,ethnic,4,167.99001,2,50,5,0
cid0008451,0,once-a-month,convenience,5,43.990002,28,0,2,1
cid0008452,0,once-a-month,convenience,5,43.990002,3,6,4,0
cid0008453,0,once-a-month,ethnic,4,47.990002,12,0,2,0
cid0008454,1,once-a-week,ethnic,3,144.99001,2,0,3,0
cid0008455,1,once-a-month,ethnic,4,47.990002,1,24,3,0
cid0008456,1,once-a-month,convenience,4,39.990002,1,13,4,0
cid0008457,0,once-a-month,convenience,6,47.990002,17,11,4,0
cid0008458,1,once-a-month,convenience,4,39.990002,1,42,5,0
cid0008459,0,once-a-month,convenience,4,39.990002,2,0,4,0
cid0008460,1,once-a-month,ethnic,5,52.990002,2,28,3,0
cid0008461,0,twice-a-week,convenience,5,222.99001,15,0,4,0
cid0008462,0,once-a-month,ethnic,3,40.990002,25,0,3,0
cid0008463,0,once-a-month,healthy,6,62.990002,24,0,2,1
cid0008464,1,once-a-month,convenience,3,33.990002,23,26,3,0
